CNTYVTD,HegarR_18G_Comptroller,ChevalierD_18G_Comptroller,SandersL_18G_Comptroller
"4394399",98,28,6
"4394400",82,58,9
"4394410",708,655,50
"4394429",468,326,33
"4394432",3,11,1
"4394452",1226,1093,88
"4394454",771,423,49
"4394456",472,229,21
"4394458",3,1,0
"4394475",13,29,3
"4394478",0,0,0
"4394480",402,137,11
"4394483",10,11,2
"4394485",80,79,13
"4394487",0,0,0
"4394492",208,273,36
"4394493",366,285,28
"4394494",1,0,0
"4394495",26,44,2
"4394496",92,182,14
"4394497",346,680,53
"4394498",292,129,9
"4394499",913,860,82
"4394503",147,269,26
"4394508",1103,850,79
"4394512",0,0,0
"4394528",1171,802,79
"4394531",969,501,65
"4394532",597,151,19
"4394533",447,272,38
"4394534",1139,703,88
"4394540",831,678,78
"4394551",1152,675,76
"4394563",0,0,0
"4394565",13,8,1
"4394568",19,7,2
"4394572",5,17,0
"4394573",0,0,0
"4394587",0,93,0
"4394588",1338,880,97
"4394591",825,662,56
"4394592",0,0,0
"4394593",60,62,7
"4394595",20,14,0
"4394596",14,37,3
"4394598",0,0,0
"4394599",1539,1222,84
"4394602",0,0,0
"4394604",2,1,0
"4394615",0,0,0
"4394620",7,17,0
"4394629",0,0,0
"4394630",0,0,0
"4394632",0,0,0
"4394634",404,412,44
"4394638",692,476,49
"4394640",140,269,22
"4394649",1094,501,55
"4394650",781,575,65
"4394666",0,0,0
"4394682",54,103,8
"4394683",0,0,0
"4394685",0,0,0
"4394686",0,0,0
"4394687",20,48,6
"4394688",12,12,0
"4394689",43,43,2
"4394690",8,0,1
"4394691",4,9,0
"4394692",2,9,0
"4394693",1,2,0
"4394694",1104,700,69
"4394702",474,324,42
"4394703",594,645,66
"4410101",1259,533,88
"4410102",894,339,40
"4410103",905,364,60
"4410104",1352,260,36
"4410105",929,462,60
"4410106",236,132,20
"4410107",231,41,9
"4410108",660,69,26
"4410109",137,12,1
"4410110",51,4,0
"4410201",328,241,26
"4410202",561,511,42
"4410203",672,367,52
"4410204",699,186,33
"4410205",703,479,50
"4410206",1023,177,37
"4410207",135,24,6
"4410301",850,330,42
"4410302",1030,250,47
"4410303",1033,81,24
"4410304",1053,358,60
"4410305",1444,277,63
"4410306",2353,414,70
"4410307",2751,451,92
"4410308",880,112,24
"4410401",326,193,38
"4410402",1078,394,56
"4410403",764,357,57
"4410404",658,393,60
"4410405",557,233,31
"4410406",1400,369,52
"4410407",513,131,23
"4410408",2103,215,44
"4410409",487,41,8
"4430001",62,39,4
"4430002A",3,4,0
"4430002B",45,54,6
"4430003",78,13,3
"4430004A",10,1,0
"4430004B",80,16,1
"4450101",205,31,8
"4450102",689,109,16
"4450201",210,73,14
"4450202",188,53,11
"4450301",312,150,14
"4450401",392,114,19
"4450402",124,5,6
"4470001",171,5,3
"4470002",146,17,5
"4473003",133,19,5
"4474005",49,11,0
"4474006",106,7,2
"4490001",42,187,8
"4490002",199,101,4
"4490003",274,61,11
"4490004",292,54,9
"4490005",128,13,10
"4490006",575,79,19
"4490007",449,102,15
"4490008",179,224,23
"4490009",154,45,11
"4490010",436,45,13
"4490011",66,21,4
"4490012",145,15,3
"4490014",439,310,18
"4490015",322,57,9
"4490016",965,220,33
"4490017",56,138,8
"4490018",87,8,3
"4490019",233,108,13
"4490020",509,199,26
"4510106",226,157,20
"4510107",251,121,13
"4510108",420,47,9
"4510112",514,68,6
"4510114",77,196,11
"4510124",137,302,7
"4510137",500,462,50
"4510144",314,266,24
"4510146",601,467,35
"4510213",1577,165,29
"4510215",1132,265,49
"4510225",53,3,4
"4510228",968,360,46
"4510230",2006,621,103
"4510241",2449,535,74
"4510304",1059,382,49
"4510305",14,10,2
"4510306",540,208,21
"4510308",74,53,2
"4510319",1467,438,74
"4510327",666,380,40
"4510348",290,76,11
"4510351",206,52,7
"4510358",1975,309,60
"4510401",52,25,3
"4510402",1015,531,64
"4510420",239,33,12
"4510421",1510,415,45
"4510422",732,101,25
"4510423",568,61,15
"4510424",838,319,39
"4510434",259,202,28
"4510435",320,147,29
"4510436",1447,600,91
"4530101",548,2898,136
"4530102",129,533,22
"4530103",266,668,41
"4530104",233,527,39
"4530105",1204,3823,228
"4530106",929,1171,105
"4530107",164,86,7
"4530108",157,773,50
"4530109",398,1015,74
"4530110",1333,2757,191
"4530111",744,2003,108
"4530112",196,682,40
"4530113",974,3066,169
"4530114",55,98,7
"4530115",0,0,0
"4530116",0,0,0
"4530117",144,1464,68
"4530118",37,311,17
"4530119",0,0,0
"4530120",34,48,3
"4530121",52,551,23
"4530122",106,1649,58
"4530123",1482,2388,195
"4530124",280,2937,157
"4530125",0,0,0
"4530126",275,3257,145
"4530127",0,1,0
"4530128",0,0,0
"4530129",112,1535,50
"4530130",148,1188,52
"4530131",0,1,0
"4530132",148,1645,65
"4530133",194,1379,69
"4530134",0,0,0
"4530135",757,4722,206
"4530136",812,1104,82
"4530137",2859,3687,258
"4530138",0,0,0
"4530139",328,1557,92
"4530140",185,905,51
"4530141",52,229,11
"4530142",63,645,36
"4530145",464,1097,69
"4530146",746,1086,86
"4530148",787,1770,129
"4530149",143,1189,65
"4530150",696,695,60
"4530151",180,1396,65
"4530152",195,2587,100
"4530153",719,2447,163
"4530154",528,1660,103
"4530156",492,3139,152
"4530160",412,772,56
"4530161",397,673,46
"4530163",137,72,12
"4530164",150,813,38
"4530200",476,3474,172
"4530202",343,2187,107
"4530203",185,449,28
"4530205",355,1288,92
"4530206",222,955,57
"4530207",968,2273,156
"4530208",663,3813,182
"4530209",108,460,24
"4530210",475,783,43
"4530211",274,887,49
"4530212",1727,1335,76
"4530213",0,0,0
"4530214",773,1180,62
"4530215",412,1043,70
"4530216",302,960,48
"4530217",276,1093,63
"4530218",896,2919,209
"4530219",610,1193,84
"4530220",521,817,38
"4530221",352,352,24
"4530222",386,1318,99
"4530223",77,270,16
"4530224",16,80,7
"4530225",711,1803,122
"4530226",277,1012,58
"4530227",143,355,13
"4530228",447,919,64
"4530229",382,890,83
"4530231",823,1298,65
"4530232",2624,2037,171
"4530233",1225,1421,97
"4530234",919,691,54
"4530235",328,2021,113
"4530236",419,1984,96
"4530237",617,1038,40
"4530238",592,1461,103
"4530239",408,1487,61
"4530240",234,548,43
"4530241",246,1265,73
"4530242",683,3729,206
"4530243",366,1084,70
"4530244",1247,1405,113
"4530245",395,393,35
"4530246",460,907,47
"4530247",284,305,14
"4530248",334,1411,88
"4530249",706,1483,107
"4530250",891,2862,176
"4530251",738,1577,101
"4530252",468,1447,107
"4530253",923,1302,69
"4530254",638,1482,104
"4530256",759,782,47
"4530258",519,1169,74
"4530259",592,1403,103
"4530260",120,558,35
"4530262",950,2308,149
"4530263",551,1513,104
"4530266",198,199,10
"4530267",324,693,62
"4530268",174,586,43
"4530273",503,1776,89
"4530274",263,1811,68
"4530275",275,2319,73
"4530277",1105,4171,174
"4530301",241,662,41
"4530302",1055,1424,111
"4530303",978,1208,77
"4530304",1181,1777,101
"4530305",6,4,0
"4530306",1506,883,79
"4530307",478,559,50
"4530308",3032,1583,163
"4530309",576,1211,89
"4530310",1219,2397,168
"4530311",647,3220,177
"4530312",850,652,53
"4530313",47,285,12
"4530314",2089,1821,122
"4530315",1138,1754,103
"4530316",1699,1295,102
"4530317",949,1060,71
"4530318",253,375,18
"4530319",1066,652,67
"4530320",940,537,44
"4530321",208,339,11
"4530323",274,1044,53
"4530324",2527,1792,161
"4530325",28,59,2
"4530326",518,959,53
"4530327",900,1232,89
"4530328",809,1800,104
"4530329",1022,2066,147
"4530330",1146,982,83
"4530331",677,1190,79
"4530332",293,1805,90
"4530333",773,1209,73
"4530334",994,1050,68
"4530335",631,1003,43
"4530336",614,919,54
"4530337",1090,1755,126
"4530338",1589,2035,151
"4530339",373,891,63
"4530340",543,1974,130
"4530341",92,164,8
"4530342",614,2896,158
"4530343",526,1038,89
"4530344",283,974,70
"4530345",0,0,0
"4530346",2499,1204,98
"4530347",872,1053,79
"4530349",1193,2303,156
"4530350",742,2099,124
"4530351",264,834,62
"4530352",496,1835,119
"4530354",1236,1924,118
"4530356",307,1006,92
"4530357",192,263,17
"4530358",770,2378,172
"4530359",1839,1715,140
"4530360",913,1986,125
"4530361",412,501,37
"4530362",631,1421,108
"4530363",437,688,46
"4530364",1176,1472,82
"4530365",722,980,57
"4530366",1230,2193,119
"4530367",1812,2669,172
"4530368",189,107,9
"4530369",1855,1201,102
"4530370",565,365,60
"4530371",1268,646,85
"4530372",702,482,66
"4530373",2483,1127,121
"4530374",2282,1911,151
"4530375",384,253,37
"4530401",380,1070,76
"4530402",407,1341,97
"4530403",270,461,30
"4530404",437,1967,131
"4530405",123,427,22
"4530406",916,1225,80
"4530407",264,1297,80
"4530408",582,1644,123
"4530409",195,1244,77
"4530410",303,1759,126
"4530411",286,1058,77
"4530412",14,63,4
"4530413",185,840,47
"4530414",652,1808,146
"4530415",187,632,52
"4530416",73,238,15
"4530417",276,1048,63
"4530418",3,1,1
"4530419",102,231,20
"4530420",213,1572,108
"4530421",312,1621,86
"4530422",198,1358,75
"4530423",219,1681,78
"4530424",246,1495,82
"4530425",92,361,28
"4530426",166,1638,86
"4530427",148,1398,82
"4530428",367,744,45
"4530429",601,4365,245
"4530430",84,832,46
"4530431",346,3211,178
"4530432",0,1,0
"4530433",219,1826,100
"4530434",0,1,0
"4530435",897,2853,212
"4530436",16,203,9
"4530437",230,1442,73
"4530438",110,821,35
"4530439",228,2122,108
"4530440",129,684,53
"4530441",377,2116,143
"4530442",127,849,53
"4530443",252,1577,72
"4530444",7,107,0
"4530446",102,614,32
"4530447",401,2013,149
"4530448",236,1220,76
"4530450",372,1974,118
"4530451",359,1671,102
"4530452",148,952,45
"4530454",317,1070,47
"4530458",529,1938,123
"4530460",363,1922,94
"4530461",526,2860,188
"4530463",444,1799,116
"4550001",268,55,11
"4550002",321,40,7
"4550003",185,36,7
"4550004",123,18,3
"4550005",91,25,4
"4550006",110,14,1
"4550007",128,13,3
"4550008",204,27,5
"4550009",296,39,9
"4550010",136,23,3
"4550011",670,145,30
"4550012",53,9,1
"4550014",257,49,8
"4550015",53,6,1
"4550016",174,54,2
"4550017",256,159,6
"4550018",39,42,1
"4550019",536,104,16
"4550020",27,12,0
"4550021",138,22,6
"4570001",315,62,7
"4570002",253,173,15
"4570003",582,175,32
"4570004",538,86,14
"4570005",63,42,1
"4570006",237,27,5
"4570007",319,26,7
"4570008",106,12,3
"4570009",207,23,6
"4570010",611,75,18
"4570011",57,1,1
"4570013",247,44,7
"4570014",729,97,22
"4570015",418,58,11
"4570016",251,30,6
"4570017",147,74,8
"4570018",578,99,24
"4590001",801,160,21
"4590002",1307,111,29
"4590003",726,108,12
"4590004",463,105,13
"4590005",320,103,15
"4590006",635,93,30
"4590007",952,203,27
"4590008",387,95,11
"4590009",781,167,27
"4590010",1093,120,30
"4590011",271,69,10
"4590012",494,49,13
"4590013",354,118,8
"4590014",229,47,8
"4590015",896,83,24
"4590016",595,156,17
"4590017",827,283,29
"4590018",187,82,8
"4590019",4,1,0
"4590020",60,11,1
"4590021",0,0,0
"4610001",186,26,5
"4610002",101,10,4
"4610003",128,38,4
"4610004",237,36,17
"4610005",48,5,0
"4610006",97,17,4
"4630001",398,388,27
"4630002",428,240,25
"4630003",395,40,6
"4630004",294,44,5
"4630005",644,199,36
"4630006",130,26,5
"4630007",283,69,7
"4630008",312,450,32
"4630009",77,434,24
"4630010",41,160,14
"4630011",172,59,11
"4630012",622,415,51
"4630013",318,678,61
"4630014",66,14,3
"4650010A",6,8,1
"4650010B",297,470,58
"4650011",172,460,38
"4650012",32,79,8
"4650013",241,115,38
"4650020",99,14,2
"4650021",175,391,35
"4650022",281,460,42
"4650023",111,35,5
"4650024",176,276,52
"4650030",304,294,36
"4650031",1426,925,149
"4650032",137,29,0
"4650033",698,193,42
"4650040",648,1184,107
"4650041A",29,50,8
"4650041B",185,324,48
"4650042",17,1,1
"4650043",31,5,2
"467001A",718,96,19
"467001B",1160,190,28
"467001C",699,75,17
"467001D",522,91,11
"467001E",290,82,14
"467002A",1463,166,40
"467002B",718,72,24
"467002C",1029,100,22
"467002D",835,122,27
"467003A",462,74,8
"467003B",537,172,17
"467003C",1167,235,44
"467003D",1274,141,25
"467004A",625,85,20
"467004B",794,100,20
"467004C",750,111,19
"467004D",1433,247,38
"467004E",563,63,14
"4690001",71,113,10
"4690002",297,182,16
"4690003",409,194,15
"4690004",182,262,12
"4690005",469,442,35
"4690006",38,54,2
"4690007",228,482,21
"4690008",402,335,23
"4690009",285,161,19
"4690010",598,267,15
"4690011",206,46,6
"4690012",127,127,11
"4690013",236,214,8
"4690014",532,155,18
"4690015",63,12,4
"4690016",207,34,3
"4690017",158,88,7
"4690018",1651,318,46
"4690019",836,440,32
"4690020",694,118,13
"4690021",1809,421,44
"4690022",958,94,14
"4690023",797,126,20
"4690024",827,92,9
"4690025",1371,544,57
"4690026",476,114,16
"4690027",899,52,13
"4690028",250,31,3
"4690029",1244,343,28
"4690030",185,80,4
"4690031",181,122,15
"4690032",193,248,22
"4690033",2124,496,57
"4690034",89,227,7
"4690035",43,95,4
"4710101",87,147,9
"4710102",1067,784,111
"4710103",685,242,21
"4710104",946,169,24
"4710201",593,507,51
"4710203",315,54,5
"4710204",992,392,34
"4710205",1460,333,42
"4710206",302,226,16
"4710301",422,717,52
"4710302",212,71,2
"4710303",253,78,9
"4710304",1508,352,68
"4710401",478,718,96
"4710403",630,180,39
"4710404",1581,348,47
"4730101",712,247,19
"4730102",438,352,13
"4730103",361,260,12
"4730104",236,105,7
"4730105",403,67,4
"4730206",1331,206,25
"4730207",1597,197,37
"4730208",546,201,12
"4730309",32,1623,51
"4730310",168,706,31
"4730311",319,118,8
"4730312",841,127,14
"4730313",187,89,12
"4730414",94,107,2
"4730415",628,186,27
"4730416",309,294,21
"4730417",191,333,11
"4730418",1257,288,29
"4730419",126,27,4
"4730420A",701,170,13
"4730420B",0,0,0
"4750002",712,140,43
"475001E",244,246,15
"475001W",42,72,4
"475003N",496,90,22
"475003S",127,13,7
"475004E",258,116,18
"475004M",87,23,2
"475004W",49,9,3
"4770101",462,222,16
"4770104",222,567,20
"4770109",527,96,15
"4770115",407,108,6
"4770117",7,13,1
"4770121",23,15,2
"4770202",74,41,2
"4770203",873,190,26
"4770205",1173,277,31
"4770208",841,81,13
"4770307",640,166,23
"4770311",572,97,25
"4770312",645,83,9
"4770316",102,26,2
"4770320",1079,110,21
"4770406",663,204,35
"4770410",625,93,13
"4770413",485,63,9
"4770414",471,55,5
"4770418",225,86,20
"4770419",228,80,10
"4790122",77,146,13
"4790124",151,622,64
"4790125",73,242,27
"4790128",33,157,23
"4790129",133,739,81
"4790130",210,1161,160
"4790132",199,943,119
"4790133",218,970,131
"4790134",136,546,93
"4790135",85,429,63
"4790136",58,151,7
"4790154",51,252,33
"4790164",59,272,34
"4790169",57,249,31
"4790215",120,384,32
"4790218",172,533,57
"4790219",184,402,44
"4790220",91,327,37
"4790221",176,335,40
"4790226",71,294,35
"4790227",356,1074,183
"4790231",359,1054,134
"4790237",91,208,26
"4790239",636,1311,144
"4790252A",218,789,103
"4790252B",2,8,1
"4790252C",11,39,4
"4790255",282,590,71
"4790266",113,390,70
"4790267",151,420,74
"4790268",15,66,12
"4790308",146,240,20
"4790309",307,927,88
"4790310",39,123,21
"4790311",114,454,46
"4790312",59,309,26
"4790338",10,67,5
"4790340",473,563,56
"4790341",349,392,46
"4790342",291,590,66
"4790343",380,798,92
"4790344",1035,1420,147
"4790345",309,631,68
"4790349",451,644,83
"4790350",11,5,1
"4790351",39,136,14
"4790356",731,1192,135
"4790359",494,1129,134
"4790360",73,185,23
"4790361",143,383,26
"4790362",31,108,13
"4790363",53,233,30
"4790401",81,378,48
"4790402",82,374,37
"4790403",63,280,32
"4790404",91,402,37
"4790405",81,388,46
"4790406",43,215,34
"4790407",30,95,20
"4790413",136,487,72
"4790414",43,212,27
"4790416",57,235,20
"4790417",54,139,22
"4790423",57,271,30
"4790446",290,920,118
"4790447",361,625,97
"4790448",43,86,17
"4790453",30,111,9
"4790457",18,13,1
"4790458",282,785,129
"4790465",48,214,35
"4810101A",338,177,4
"4810101B",433,231,17
"4810102",1128,288,30
"4810103",775,196,15
"4810201",1393,150,27
"4810202",137,292,5
"4810203",569,844,35
"4810301",1286,144,17
"4810302",899,220,25
"4810303",1033,114,11
"4810401",566,419,27
"4810402",485,147,10
"4810403",204,109,14
"4830001",141,2,4
"4830002",274,15,5
"4830003",267,25,3
"4830004",87,11,2
"4830005",58,2,1
"4830006",63,6,0
"4830007",83,4,0
"4830008",231,20,2
"4830009",382,34,6
"4830010",59,1,0
"4850101",145,40,8
"4850102",423,116,15
"4850103",1844,589,79
"4850104",600,175,18
"4850105",1139,460,54
"4850106",422,55,19
"4850107",21,4,0
"4850108",1476,393,63
"4850109",1524,464,61
"4850110",194,108,21
"4850111",174,164,13
"4850112",5,5,0
"4850113",192,89,10
"4850114A",6,1,0
"4850114B",10,2,1
"4850115",1,2,0
"4850116",17,2,0
"4850117",25,2,0
"4850201",368,121,24
"4850202",1019,519,71
"4850203",328,242,30
"4850204",99,10,5
"4850205",1633,318,56
"4850206",1070,242,38
"4850207",168,116,16
"4850208",55,17,5
"4850209",0,0,0
"4850210",0,0,0
"4850211",47,39,3
"4850301",2,1,1
"4850302",323,284,30
"4850303",199,424,26
"4850304",39,45,7
"4850305",97,67,8
"4850306",89,298,17
"4850307",89,37,3
"4850308",103,130,9
"4850309",1747,214,61
"4850310",686,81,19
"4850311",139,397,18
"4850312",1,1,0
"4850313",0,5,0
"4850314",5,1,0
"4850315",56,18,2
"4850316",11,7,1
"4850317",40,10,1
"4850318",159,49,12
"4850319",22,7,0
"4850401",1018,293,37
"4850402",287,93,19
"4850403",785,296,51
"4850404",1275,322,47
"4850405",508,308,34
"4850406",1074,375,51
"4850407",442,272,38
"4850408",7,1,0
"4850409",11,2,0
"4850410",123,25,1
"4850411",245,121,17
"4850412",350,37,9
"4850413",390,69,13
"4850414",248,39,4
"4870001A",441,94,14
"4870001B",47,6,0
"4870009",376,105,18
"4870019",482,248,18
"4870020",322,119,12
"4870021",930,123,26
"4890001",129,360,31
"4890002A",3,14,0
"4890002B",164,405,36
"4890003",138,205,23
"4890004",168,361,28
"4890005",73,197,15
"4890006",70,123,8
"4890007",142,264,29
"4890008",73,194,20
"4890009",105,202,23
"4890010",158,31,7
"4890011",98,120,13
"4890012",13,22,3
"4910119",1092,1000,110
"4910122",927,868,78
"4910135",544,1128,90
"4910138",1326,1142,129
"4910140",640,612,62
"4910145",510,949,82
"4910146",928,2019,140
"4910147",640,1370,98
"4910149",488,761,53
"4910150",479,797,75
"4910151",526,1015,107
"4910152",429,951,100
"4910160",1196,1406,111
"4910162",543,1054,89
"4910172",771,671,66
"4910182",1614,1050,93
"4910185",377,654,57
"4910186",665,1017,79
"4910189",737,1127,63
"4910190",1732,1432,139
"4910197",794,939,68
"4910198",1205,1361,132
"4910201",1619,1913,137
"4910202",671,433,31
"4910204",1471,1490,135
"4910206",1483,424,81
"4910207",2225,637,121
"4910216",780,747,88
"4910218",754,1116,89
"4910253",1511,1014,136
"4910254",1097,958,98
"4910259",1382,1111,116
"4910263",1376,1140,129
"4910264",1547,1076,136
"4910266",1184,1306,127
"4910267",1678,955,143
"4910273",828,947,94
"4910274",1032,2107,161
"4910275",542,1063,78
"4910277A",1420,1179,125
"4910277B",41,34,4
"4910278",1739,1745,178
"4910283",1355,1377,140
"4910287",1541,1351,141
"4910305",1608,522,61
"4910309",666,209,33
"4910310",717,220,35
"4910311",820,304,54
"4910312",1621,725,94
"4910314",830,989,106
"4910330",1203,1145,122
"4910331",1325,963,103
"4910332",1537,1014,106
"4910333A",1211,1035,122
"4910333B",7,7,0
"4910337",1500,1377,98
"4910339",673,904,75
"4910341",849,398,33
"4910342",184,303,21
"4910343",1724,962,117
"4910344",1955,733,102
"4910345",1290,449,68
"4910368",1046,1072,82
"4910369",1573,1211,116
"4910370",1697,990,121
"4910371",1085,487,56
"4910379",2323,815,90
"4910381",1850,859,33
"4910392",2509,1018,125
"4910393",1358,500,24
"4910394",2294,1009,55
"4910395",1660,538,77
"4910396",2246,1011,51
"4910402",1354,1575,171
"4910403",673,716,73
"4910413",239,107,7
"4910415",738,285,37
"4910420",1854,1817,149
"4910423",805,1081,109
"4910424",1596,958,83
"4910425",230,120,4
"4910426",663,481,59
"4910427",861,569,56
"4910428",1020,619,64
"4910429",292,486,32
"4910434",1480,354,51
"4910436",355,112,21
"4910455",477,859,53
"4910456",361,444,23
"4910463",1062,1835,128
"4910480",1166,1749,135
"4910484",1557,1728,160
"4910488",961,794,64
"4910489",1457,1446,116
"4910490",603,548,57
"4910491",1323,1637,140
"4930101",806,439,43
"4930102",376,547,57
"4930103",564,309,42
"4930104",404,136,10
"4930205",719,253,22
"4930206",778,439,46
"4930207",846,314,35
"4930208",304,43,9
"4930209",258,26,4
"4930310",343,44,11
"4930311",947,143,26
"4930312",1245,189,47
"4930313",1210,273,55
"4930414",1053,191,28
"4930415",1834,342,60
"4930416",1108,388,75
"4950101",295,67,9
"4950201",93,19,3
"4950202",307,40,5
"4950301",320,61,7
"4950401",99,89,11
"4970001",1001,149,30
"4970002",1316,296,47
"4970003",398,49,12
"4970004",135,36,8
"4970005",818,128,36
"4970006",806,186,51
"4970007A",340,82,12
"4970007B",337,84,10
"4970008",1175,199,40
"4970009",1103,113,20
"4970010",286,40,6
"4970011",271,32,11
"4970012",747,107,24
"4970013",426,107,16
"4970014",841,163,27
"4970015",670,73,19
"4970016",1120,168,34
"4970017",1402,187,46
"4970018",373,69,15
"4970019",205,48,5
"4970020",597,73,9
"4970022",514,70,13
"4970023",882,144,23
"4970024",1472,335,57
"4970025",54,15,1
"4970027",1664,287,57
"49901-1",1310,237,25
"49901-2",1322,193,24
"49901-3",1025,153,18
"49901-4",348,28,5
"49902-1",212,18,4
"49902-2",1636,313,47
"49902-3",1336,282,32
"49903-1",568,91,12
"49903-2",1718,284,26
"49903-3",1426,323,47
"49904-1",403,51,7
"49904-2",1170,185,28
"49904-3",1290,214,35
"49904-4",292,24,5
"5010101",413,63,11
